,file_name,classID,class
0,blues.00000.wav,0,blues
1,blues.00001.wav,0,blues
2,blues.00002.wav,0,blues
3,blues.00003.wav,0,blues
4,blues.00004.wav,0,blues
5,blues.00005.wav,0,blues
6,blues.00006.wav,0,blues
7,blues.00007.wav,0,blues
8,blues.00008.wav,0,blues
9,blues.00009.wav,0,blues
10,blues.00010.wav,0,blues
11,blues.00011.wav,0,blues
12,blues.00012.wav,0,blues
13,blues.00013.wav,0,blues
14,blues.00014.wav,0,blues
15,blues.00015.wav,0,blues
16,blues.00016.wav,0,blues
17,blues.00017.wav,0,blues
18,blues.00018.wav,0,blues
19,blues.00019.wav,0,blues
20,blues.00020.wav,0,blues
21,blues.00021.wav,0,blues
22,blues.00022.wav,0,blues
23,blues.00023.wav,0,blues
24,blues.00024.wav,0,blues
25,blues.00025.wav,0,blues
26,blues.00026.wav,0,blues
27,blues.00027.wav,0,blues
28,blues.00028.wav,0,blues
29,blues.00029.wav,0,blues
30,blues.00030.wav,0,blues
31,blues.00031.wav,0,blues
32,blues.00032.wav,0,blues
33,blues.00033.wav,0,blues
34,blues.00034.wav,0,blues
35,blues.00035.wav,0,blues
36,blues.00036.wav,0,blues
37,blues.00037.wav,0,blues
38,blues.00038.wav,0,blues
39,blues.00039.wav,0,blues
40,blues.00040.wav,0,blues
41,blues.00041.wav,0,blues
42,blues.00042.wav,0,blues
43,blues.00043.wav,0,blues
44,blues.00044.wav,0,blues
45,blues.00045.wav,0,blues
46,blues.00046.wav,0,blues
47,blues.00047.wav,0,blues
48,blues.00048.wav,0,blues
49,blues.00049.wav,0,blues
50,blues.00050.wav,0,blues
51,blues.00051.wav,0,blues
52,blues.00052.wav,0,blues
53,blues.00053.wav,0,blues
54,blues.00054.wav,0,blues
55,blues.00055.wav,0,blues
56,blues.00056.wav,0,blues
57,blues.00057.wav,0,blues
58,blues.00058.wav,0,blues
59,blues.00059.wav,0,blues
60,blues.00060.wav,0,blues
61,blues.00061.wav,0,blues
62,blues.00062.wav,0,blues
63,blues.00063.wav,0,blues
64,blues.00064.wav,0,blues
65,blues.00065.wav,0,blues
66,blues.00066.wav,0,blues
67,blues.00067.wav,0,blues
68,blues.00068.wav,0,blues
69,blues.00069.wav,0,blues
70,blues.00070.wav,0,blues
71,blues.00071.wav,0,blues
72,blues.00072.wav,0,blues
73,blues.00073.wav,0,blues
74,blues.00074.wav,0,blues
75,blues.00075.wav,0,blues
76,blues.00076.wav,0,blues
77,blues.00077.wav,0,blues
78,blues.00078.wav,0,blues
79,blues.00079.wav,0,blues
80,blues.00080.wav,0,blues
81,blues.00081.wav,0,blues
82,blues.00082.wav,0,blues
83,blues.00083.wav,0,blues
84,blues.00084.wav,0,blues
85,blues.00085.wav,0,blues
86,blues.00086.wav,0,blues
87,blues.00087.wav,0,blues
88,blues.00088.wav,0,blues
89,blues.00089.wav,0,blues
90,blues.00090.wav,0,blues
91,blues.00091.wav,0,blues
92,blues.00092.wav,0,blues
93,blues.00093.wav,0,blues
94,blues.00094.wav,0,blues
95,blues.00095.wav,0,blues
96,blues.00096.wav,0,blues
97,blues.00097.wav,0,blues
98,blues.00098.wav,0,blues
99,blues.00099.wav,0,blues
100,classical.00000.wav,1,classical
101,classical.00001.wav,1,classical
102,classical.00002.wav,1,classical
103,classical.00003.wav,1,classical
104,classical.00004.wav,1,classical
105,classical.00005.wav,1,classical
106,classical.00006.wav,1,classical
107,classical.00007.wav,1,classical
108,classical.00008.wav,1,classical
109,classical.00009.wav,1,classical
110,classical.00010.wav,1,classical
111,classical.00011.wav,1,classical
112,classical.00012.wav,1,classical
113,classical.00013.wav,1,classical
114,classical.00014.wav,1,classical
115,classical.00015.wav,1,classical
116,classical.00016.wav,1,classical
117,classical.00017.wav,1,classical
118,classical.00018.wav,1,classical
119,classical.00019.wav,1,classical
120,classical.00020.wav,1,classical
121,classical.00021.wav,1,classical
122,classical.00022.wav,1,classical
123,classical.00023.wav,1,classical
124,classical.00024.wav,1,classical
125,classical.00025.wav,1,classical
126,classical.00026.wav,1,classical
127,classical.00027.wav,1,classical
128,classical.00028.wav,1,classical
129,classical.00029.wav,1,classical
130,classical.00030.wav,1,classical
131,classical.00031.wav,1,classical
132,classical.00032.wav,1,classical
133,classical.00033.wav,1,classical
134,classical.00034.wav,1,classical
135,classical.00035.wav,1,classical
136,classical.00036.wav,1,classical
137,classical.00037.wav,1,classical
138,classical.00038.wav,1,classical
139,classical.00039.wav,1,classical
140,classical.00040.wav,1,classical
141,classical.00041.wav,1,classical
142,classical.00042.wav,1,classical
143,classical.00043.wav,1,classical
144,classical.00044.wav,1,classical
145,classical.00045.wav,1,classical
146,classical.00046.wav,1,classical
147,classical.00047.wav,1,classical
148,classical.00048.wav,1,classical
149,classical.00049.wav,1,classical
150,classical.00050.wav,1,classical
151,classical.00051.wav,1,classical
152,classical.00052.wav,1,classical
153,classical.00053.wav,1,classical
154,classical.00054.wav,1,classical
155,classical.00055.wav,1,classical
156,classical.00056.wav,1,classical
157,classical.00057.wav,1,classical
158,classical.00058.wav,1,classical
159,classical.00059.wav,1,classical
160,classical.00060.wav,1,classical
161,classical.00061.wav,1,classical
162,classical.00062.wav,1,classical
163,classical.00063.wav,1,classical
164,classical.00064.wav,1,classical
165,classical.00065.wav,1,classical
166,classical.00066.wav,1,classical
167,classical.00067.wav,1,classical
168,classical.00068.wav,1,classical
169,classical.00069.wav,1,classical
170,classical.00070.wav,1,classical
171,classical.00071.wav,1,classical
172,classical.00072.wav,1,classical
173,classical.00073.wav,1,classical
174,classical.00074.wav,1,classical
175,classical.00075.wav,1,classical
176,classical.00076.wav,1,classical
177,classical.00077.wav,1,classical
178,classical.00078.wav,1,classical
179,classical.00079.wav,1,classical
180,classical.00080.wav,1,classical
181,classical.00081.wav,1,classical
182,classical.00082.wav,1,classical
183,classical.00083.wav,1,classical
184,classical.00084.wav,1,classical
185,classical.00085.wav,1,classical
186,classical.00086.wav,1,classical
187,classical.00087.wav,1,classical
188,classical.00088.wav,1,classical
189,classical.00089.wav,1,classical
190,classical.00090.wav,1,classical
191,classical.00091.wav,1,classical
192,classical.00092.wav,1,classical
193,classical.00093.wav,1,classical
194,classical.00094.wav,1,classical
195,classical.00095.wav,1,classical
196,classical.00096.wav,1,classical
197,classical.00097.wav,1,classical
198,classical.00098.wav,1,classical
199,classical.00099.wav,1,classical
200,country.00000.wav,2,country
201,country.00001.wav,2,country
202,country.00002.wav,2,country
203,country.00003.wav,2,country
204,country.00004.wav,2,country
205,country.00005.wav,2,country
206,country.00006.wav,2,country
207,country.00007.wav,2,country
208,country.00008.wav,2,country
209,country.00009.wav,2,country
210,country.00010.wav,2,country
211,country.00011.wav,2,country
212,country.00012.wav,2,country
213,country.00013.wav,2,country
214,country.00014.wav,2,country
215,country.00015.wav,2,country
216,country.00016.wav,2,country
217,country.00017.wav,2,country
218,country.00018.wav,2,country
219,country.00019.wav,2,country
220,country.00020.wav,2,country
221,country.00021.wav,2,country
222,country.00022.wav,2,country
223,country.00023.wav,2,country
224,country.00024.wav,2,country
225,country.00025.wav,2,country
226,country.00026.wav,2,country
227,country.00027.wav,2,country
228,country.00028.wav,2,country
229,country.00029.wav,2,country
230,country.00030.wav,2,country
231,country.00031.wav,2,country
232,country.00032.wav,2,country
233,country.00033.wav,2,country
234,country.00034.wav,2,country
235,country.00035.wav,2,country
236,country.00036.wav,2,country
237,country.00037.wav,2,country
238,country.00038.wav,2,country
239,country.00039.wav,2,country
240,country.00040.wav,2,country
241,country.00041.wav,2,country
242,country.00042.wav,2,country
243,country.00043.wav,2,country
244,country.00044.wav,2,country
245,country.00045.wav,2,country
246,country.00046.wav,2,country
247,country.00047.wav,2,country
248,country.00048.wav,2,country
249,country.00049.wav,2,country
250,country.00050.wav,2,country
251,country.00051.wav,2,country
252,country.00052.wav,2,country
253,country.00053.wav,2,country
254,country.00054.wav,2,country
255,country.00055.wav,2,country
256,country.00056.wav,2,country
257,country.00057.wav,2,country
258,country.00058.wav,2,country
259,country.00059.wav,2,country
260,country.00060.wav,2,country
261,country.00061.wav,2,country
262,country.00062.wav,2,country
263,country.00063.wav,2,country
264,country.00064.wav,2,country
265,country.00065.wav,2,country
266,country.00066.wav,2,country
267,country.00067.wav,2,country
268,country.00068.wav,2,country
269,country.00069.wav,2,country
270,country.00070.wav,2,country
271,country.00071.wav,2,country
272,country.00072.wav,2,country
273,country.00073.wav,2,country
274,country.00074.wav,2,country
275,country.00075.wav,2,country
276,country.00076.wav,2,country
277,country.00077.wav,2,country
278,country.00078.wav,2,country
279,country.00079.wav,2,country
280,country.00080.wav,2,country
281,country.00081.wav,2,country
282,country.00082.wav,2,country
283,country.00083.wav,2,country
284,country.00084.wav,2,country
285,country.00085.wav,2,country
286,country.00086.wav,2,country
287,country.00087.wav,2,country
288,country.00088.wav,2,country
289,country.00089.wav,2,country
290,country.00090.wav,2,country
291,country.00091.wav,2,country
292,country.00092.wav,2,country
293,country.00093.wav,2,country
294,country.00094.wav,2,country
295,country.00095.wav,2,country
296,country.00096.wav,2,country
297,country.00097.wav,2,country
298,country.00098.wav,2,country
299,country.00099.wav,2,country
300,disco.00000.wav,3,disco
301,disco.00001.wav,3,disco
302,disco.00002.wav,3,disco
303,disco.00003.wav,3,disco
304,disco.00004.wav,3,disco
305,disco.00005.wav,3,disco
306,disco.00006.wav,3,disco
307,disco.00007.wav,3,disco
308,disco.00008.wav,3,disco
309,disco.00009.wav,3,disco
310,disco.00010.wav,3,disco
311,disco.00011.wav,3,disco
312,disco.00012.wav,3,disco
313,disco.00013.wav,3,disco
314,disco.00014.wav,3,disco
315,disco.00015.wav,3,disco
316,disco.00016.wav,3,disco
317,disco.00017.wav,3,disco
318,disco.00018.wav,3,disco
319,disco.00019.wav,3,disco
320,disco.00020.wav,3,disco
321,disco.00021.wav,3,disco
322,disco.00022.wav,3,disco
323,disco.00023.wav,3,disco
324,disco.00024.wav,3,disco
325,disco.00025.wav,3,disco
326,disco.00026.wav,3,disco
327,disco.00027.wav,3,disco
328,disco.00028.wav,3,disco
329,disco.00029.wav,3,disco
330,disco.00030.wav,3,disco
331,disco.00031.wav,3,disco
332,disco.00032.wav,3,disco
333,disco.00033.wav,3,disco
334,disco.00034.wav,3,disco
335,disco.00035.wav,3,disco
336,disco.00036.wav,3,disco
337,disco.00037.wav,3,disco
338,disco.00038.wav,3,disco
339,disco.00039.wav,3,disco
340,disco.00040.wav,3,disco
341,disco.00041.wav,3,disco
342,disco.00042.wav,3,disco
343,disco.00043.wav,3,disco
344,disco.00044.wav,3,disco
345,disco.00045.wav,3,disco
346,disco.00046.wav,3,disco
347,disco.00047.wav,3,disco
348,disco.00048.wav,3,disco
349,disco.00049.wav,3,disco
350,disco.00050.wav,3,disco
351,disco.00051.wav,3,disco
352,disco.00052.wav,3,disco
353,disco.00053.wav,3,disco
354,disco.00054.wav,3,disco
355,disco.00055.wav,3,disco
356,disco.00056.wav,3,disco
357,disco.00057.wav,3,disco
358,disco.00058.wav,3,disco
359,disco.00059.wav,3,disco
360,disco.00060.wav,3,disco
361,disco.00061.wav,3,disco
362,disco.00062.wav,3,disco
363,disco.00063.wav,3,disco
364,disco.00064.wav,3,disco
365,disco.00065.wav,3,disco
366,disco.00066.wav,3,disco
367,disco.00067.wav,3,disco
368,disco.00068.wav,3,disco
369,disco.00069.wav,3,disco
370,disco.00070.wav,3,disco
371,disco.00071.wav,3,disco
372,disco.00072.wav,3,disco
373,disco.00073.wav,3,disco
374,disco.00074.wav,3,disco
375,disco.00075.wav,3,disco
376,disco.00076.wav,3,disco
377,disco.00077.wav,3,disco
378,disco.00078.wav,3,disco
379,disco.00079.wav,3,disco
380,disco.00080.wav,3,disco
381,disco.00081.wav,3,disco
382,disco.00082.wav,3,disco
383,disco.00083.wav,3,disco
384,disco.00084.wav,3,disco
385,disco.00085.wav,3,disco
386,disco.00086.wav,3,disco
387,disco.00087.wav,3,disco
